player_name,position,signing_team,previous_team,contract_value,aav,contract_years,signing_year,signing_date,contract_type
Matt Villalta,G,Los Angeles Kings,NA,2875000,925000,3,2018,2018-04-27,RFA
Mattias Janmark,"LW, RW, C",Dallas Stars,Dallas Stars,2300000,2300000,1,2018,2018-07-25,other
Max Domi,"C, RW, LW",Montreal Canadiens,Arizona Coyotes,6300000,3150000,2,2018,2018-06-16,other
Max Pacioretty,"LW, RW",Vegas Golden Knights,Montréal Canadiens,28000000,7000000,4,2018,2018-09-10,UFA
Michael Bunting,LW,Arizona Coyotes,NA,715000,715000,1,2018,2018-07-14,other
Michael DiPietro,G,Vancouver Canucks,NA,2825000,925000,3,2018,2018-05-31,RFA
Michael Eyssimont,"RW, LW, C",Los Angeles Kings,NA,1850000,925000,2,2018,2018-03-29,other
Michael McCarron,"C, RW",Montreal Canadiens,Montréal Canadiens,874125,874125,1,2018,2018-09-10,other
Michael Pezzetta,LW,Montreal Canadiens,NA,2230000,743333,3,2018,2018-03-07,RFA
Michael Sgarbossa,"C, RW",Washington Capitals,Anaheim Ducks,650000,650000,1,2018,2018-07-01,other
Mikael Backlund,C,Calgary Flames,Calgary Flames,32100000,5350000,6,2018,2018-02-16,UFA
Miles Wood,"LW, RW",New Jersey Devils,New Jersey Devils,11000000,2750000,4,2018,2018-09-22,other
Morgan Geekie,"C, RW, LW",Carolina Hurricanes,NA,2400000,800000,3,2018,2018-05-09,RFA
Nate Schmidt,"RD, LD",Vegas Golden Knights,Vegas Golden Knights,35700000,5950000,6,2018,2018-10-25,UFA
Nic Dowd,C,Washington Capitals,Los Angeles Kings,650000,650000,1,2018,2018-07-01,UFA
Nicholas Paul,"C, LW",Ottawa Senators,Ottawa Senators,650000,650000,1,2018,2018-07-16,other
Nick Seeler,"LD, RD",Minnesota Wild,Minnesota Wild,2175000,725000,3,2018,2018-07-01,UFA
Nicolas Deslauriers,LW,Montreal Canadiens,Montréal Canadiens,1900000,950000,2,2018,2018-02-19,UFA
Nikita Kucherov,RW,Tampa Bay Lightning,Tampa Bay Lightning,76000000,9500000,8,2018,2018-07-10,UFA
Niko Mikkola,"LD, RD",St. Louis Blues,NA,1850000,925000,2,2018,2018-05-31,other
Noah Dobson,"RD, LD",New York Islanders,NA,4387500,1462500,3,2018,2018-08-13,RFA
Noah Gregor,"RW, LW, C",San Jose Sharks,NA,2550000,850000,3,2018,2018-04-06,other
Noah Hanifin,LD,Calgary Flames,Carolina Hurricanes,29700000,4950000,6,2018,2018-08-30,UFA
Oliver Bjorkstrand,RW,Columbus Blue Jackets,Columbus Blue Jackets,7500000,2500000,3,2018,2018-07-15,other
Oliver Ekman-Larsson,"RD, LD",Arizona Coyotes,Arizona Coyotes,66000000,8250000,8,2018,2018-07-01,UFA
Oscar Dansk,G,Vegas Golden Knights,Vegas Golden Knights,1350000,675000,2,2018,2018-07-06,other
Oskar Sundqvist,C,St. Louis Blues,St. Louis Blues,700000,700000,1,2018,2018-07-06,other
Pat Maroon,"RW, LW",St. Louis Blues,Edmonton Oilers,1750000,1750000,1,2018,2018-07-10,UFA
Patrick Brown,"RW, LW, C",Carolina Hurricanes,Carolina Hurricanes,650000,650000,1,2018,2018-06-06,UFA
Paul Cotter,"LW, RW, C",Vegas Golden Knights,NA,2550000,800000,3,2018,2018-12-28,RFA
Petr Mrazek,G,Carolina Hurricanes,Detroit Red Wings,1500000,1500000,1,2018,2018-07-01,UFA
Philipp Grubauer,G,Colorado Avalanche,Washington Capitals,10000000,3333333,3,2018,2018-06-23,UFA
Phillip Danault,C,Montreal Canadiens,Montréal Canadiens,9250000,3083333,3,2018,2018-07-15,UFA
Phillip Di Giuseppe,LW,Carolina Hurricanes,Carolina Hurricanes,750000,750000,1,2018,2018-06-26,other
Pierre Engvall,LW,Toronto Maple Leafs,NA,1850000,925000,2,2018,2018-05-17,other
Rasmus Asplund,C,Buffalo Sabres,NA,2775000,925000,3,2018,2018-05-23,RFA
Rasmus Dahlin,"LD, RD",Buffalo Sabres,NA,11325000,3775000,3,2018,2018-07-09,RFA
Rasmus Kupari,"C, RW",Los Angeles Kings,NA,3337500,1112500,3,2018,2018-07-13,RFA
Rasmus Sandin,LD,Toronto Maple Leafs,NA,2775000,925000,3,2018,2018-07-15,RFA
Riley Nash,C,Columbus Blue Jackets,Boston Bruins,8250000,2750000,3,2018,2018-07-01,UFA
Riley Stillman,LD,Florida Panthers,NA,2700000,900000,3,2018,2018-03-03,RFA
Riley Sutter,RW,Washington Capitals,NA,2800000,925000,3,2018,2018-09-29,RFA
Robby Fabbri,"LW, RW, C",St. Louis Blues,St. Louis Blues,925000,925000,1,2018,2018-07-03,RFA
Robert Bortuzzo,RD,St. Louis Blues,St. Louis Blues,4125000,1375000,3,2018,2018-12-15,UFA
Robert Hagg,"LD, RD",Philadelphia Flyers,Philadelphia Flyers,2300000,1150000,2,2018,2018-08-01,other
Ross Colton,C,Tampa Bay Lightning,NA,1850000,925000,2,2018,2018-06-26,other
Ross Johnston,"LW, RW",New York Islanders,New York Islanders,4000000,1000000,4,2018,2018-07-09,UFA
Ryan Donato,"RW, LW, C",Boston Bruins,Boston Bruins,2700000,1350000,2,2018,2018-03-18,other
Ryan Ellis,RD,Nashville Predators,Nashville Predators,50000000,6250000,8,2018,2018-08-14,UFA
Ryan Graves,"LD, RD",Colorado Avalanche,NA,650000,650000,1,2018,2018-07-16,other
Ryan Hartman,"C, RW",Nashville Predators,Chicago Blackhawks,875000,875000,1,2018,2018-07-15,other
Ryan Lindgren,"LD, RD",New York Rangers,NA,3300000,1100000,3,2018,2018-03-22,RFA
Ryan McDonagh,"LD, RD",Tampa Bay Lightning,New York Rangers,47250000,6750000,7,2018,2018-07-01,UFA
Ryan Pulock,RD,New York Islanders,New York Islanders,4000000,2000000,2,2018,2018-07-17,other
Ryan Reaves,"RW, LW",Vegas Golden Knights,Pittsburgh Penguins,5550000,2775000,2,2018,2018-06-30,UFA
Ryan Strome,"LW, C, RW",Edmonton Oilers,Edmonton Oilers,6200000,3100000,2,2018,2018-07-06,other
Sam Lafferty,"RW, LW, C",Pittsburgh Penguins,NA,1850000,925000,2,2018,2018-03-06,other
Sam Reinhart,"LW, RW, C",Buffalo Sabres,Buffalo Sabres,7300000,3650000,2,2018,2018-09-19,other
Scott Mayfield,RD,New York Islanders,New York Islanders,7250000,1450000,5,2018,2018-01-04,UFA
Scott Wedgewood,G,Buffalo Sabres,Arizona Coyotes,700000,700000,1,2018,2018-07-01,other
Sean Kuraly,C,Boston Bruins,Boston Bruins,3825000,1275000,3,2018,2018-07-03,UFA
Sean Walker,RD,Los Angeles Kings,NA,1490000,745000,2,2018,2018-07-02,other
Shea Theodore,LD,Vegas Golden Knights,Vegas Golden Knights,36400000,5200000,7,2018,2018-09-25,UFA
Sheldon Dries,C,Colorado Avalanche,NA,925000,925000,1,2018,2018-07-02,other
Spencer Martin,G,Colorado Avalanche,Colorado Avalanche,650000,650000,1,2018,2018-07-16,other
Stefan Noesen,RW,New Jersey Devils,New Jersey Devils,1725000,1725000,1,2018,2018-07-17,other
Steven Santini,RD,New Jersey Devils,New Jersey Devils,4250000,1416667,3,2018,2018-08-14,other
Stuart Skinner,G,Edmonton Oilers,NA,2775000,925000,3,2018,2018-05-14,RFA
Tanner Jeannot,"LW, C, RW",Nashville Predators,NA,2140000,713333,3,2018,2018-04-02,other
Teddy Blueger,C,Pittsburgh Penguins,NA,650000,650000,1,2018,2018-07-13,other
Tom Wilson,RW,Washington Capitals,Washington Capitals,31000000,5166667,6,2018,2018-07-27,UFA
Tomas Hertl,C,San Jose Sharks,San Jose Sharks,22500000,5625000,4,2018,2018-07-02,UFA
Tomas Nosek,"C, LW",Vegas Golden Knights,Vegas Golden Knights,962500,962500,1,2018,2018-07-17,other
Travis Barron,LW,Colorado Avalanche,NA,2225000,741667,3,2018,2018-03-29,other
Travis Boyd,"RW, C",Washington Capitals,Washington Capitals,1600000,800000,2,2018,2018-07-01,other
Trent Frederic,"RW, C",Boston Bruins,NA,3412500,1137500,3,2018,2018-03-13,RFA
Trevor van Riemsdyk,"RD, LD",Carolina Hurricanes,Carolina Hurricanes,4600000,2300000,2,2018,2018-07-05,UFA
Tristan Jarry,G,Pittsburgh Penguins,Pittsburgh Penguins,1350000,675000,2,2018,2018-07-26,other
Troy Stecher,"RD, LD",Vancouver Canucks,Vancouver Canucks,4650000,2325000,2,2018,2018-07-20,other
Troy Terry,"RW, LW",Anaheim Ducks,Anaheim Ducks,4475000,1491667,3,2018,2018-03-27,other
Tucker Poolman,RD,Winnipeg Jets,Winnipeg Jets,2325000,775000,3,2018,2018-07-24,UFA
Ty Dellandrea,"C, RW, LW",Dallas Stars,NA,4387500,1462500,3,2018,2018-09-19,RFA
Ty Smith,"LD, RD",New Jersey Devils,NA,3975000,1325000,3,2018,2018-08-20,RFA
Tyler Bertuzzi,LW,Detroit Red Wings,Detroit Red Wings,2800000,1400000,2,2018,2018-06-25,other
Tyler Seguin,C,Dallas Stars,Dallas Stars,78800000,9850000,8,2018,2018-09-13,UFA
Ukko-Pekka Luukkonen,G,Buffalo Sabres,NA,2825000,925000,3,2018,2018-06-14,RFA
Urho Vaakanainen,"LD, RD",Boston Bruins,NA,4000000,1333333,3,2018,2018-06-13,RFA
Valeri Nichushkin,"LW, RW",Dallas Stars,Dallas Stars,5900000,2950000,2,2018,2018-07-01,other
Victor Olofsson,"LW, RW",Buffalo Sabres,NA,1850000,925000,2,2018,2018-04-24,other
Vinnie Hinostroza,"RW, C",Chicago Blackhawks,Chicago Blackhawks,3000000,1500000,2,2018,2018-06-15,other
Vladislav Namestnikov,"RW, C",New York Rangers,Tampa Bay Lightning,8000000,4000000,2,2018,2018-07-01,UFA
Will Borgen,RD,Buffalo Sabres,NA,2775000,925000,3,2018,2018-03-25,other
William Carrier,LW,Vegas Golden Knights,Vegas Golden Knights,1450000,725000,2,2018,2018-07-23,other
William Karlsson,C,Vegas Golden Knights,Vegas Golden Knights,5250000,5250000,1,2018,2018-08-04,other
William Nylander,RW,Toronto Maple Leafs,Toronto Maple Leafs,45000000,10277778,6,2018,2018-12-01,UFA
Yanni Gourde,"C, LW",Tampa Bay Lightning,Tampa Bay Lightning,31000000,5166666,6,2018,2018-11-02,UFA
Yegor Sharangovich,"RW, C, LW",New Jersey Devils,NA,2775000,925000,3,2018,2018-07-17,RFA
Zach Whitecloud,RD,Vegas Golden Knights,Vegas Golden Knights,4475000,1491667,3,2018,2018-03-08,other
A.J. Greer,LW,Colorado Avalanche,Colorado Avalanche,735000,735000,1,2019,2019-08-01,other
Adam Fox,RD,New York Rangers,NA,5325000,1775000,3,2019,2019-05-02,other
Adin Hill,G,Arizona Coyotes,Arizona Coyotes,708750,708750,1,2019,2019-08-03,other
Adrian Kempe,"LW, RW",Los Angeles Kings,Los Angeles Kings,6000000,2000000,3,2019,2019-09-04,other
Akil Thomas,"RW, C",Los Angeles Kings,NA,2825000,925000,3,2019,2019-03-16,RFA
Alec Regula,RD,Chicago Blackhawks,NA,2775000,925000,3,2019,2019-11-11,RFA
Alex Belzile,RW,Montreal Canadiens,NA,700000,700000,1,2019,2019-05-24,UFA
Alex DeBrincat,"RW, LW",Chicago Blackhawks,Chicago Blackhawks,19200000,6400000,3,2019,2019-10-03,other
Alex Iafallo,LW,Los Angeles Kings,Los Angeles Kings,4850000,2425000,2,2019,2019-07-10,UFA
Alex Kerfoot,"C, RW",Toronto Maple Leafs,Colorado Avalanche,14000000,3500000,4,2019,2019-07-04,UFA
Alex Nedeljkovic,G,Carolina Hurricanes,Carolina Hurricanes,1475000,737500,2,2019,2019-06-28,other
Alexander Petrovic,RD,Boston Bruins,Florida Panthers,700000,700000,1,2019,2019-09-26,UFA
Aliaksei Protas,"LW, RW, C",Washington Capitals,NA,2850000,925000,3,2019,2019-07-10,RFA
Anders Lee,"LW, RW",New York Islanders,New York Islanders,49000000,7000000,7,2019,2019-07-01,UFA
Andre Burakovsky,"LW, RW",Colorado Avalanche,Washington Capitals,3250000,3250000,1,2019,2019-07-15,other
Andreas Englund,LD,Ottawa Senators,Ottawa Senators,700000,700000,1,2019,2019-06-17,other
Andrei Vasilevskiy,G,Tampa Bay Lightning,Tampa Bay Lightning,76000000,9500000,8,2019,2019-07-29,UFA
Andrew Agozzino,LW,Pittsburgh Penguins,Colorado Avalanche,1400000,700000,2,2019,2019-07-01,UFA
Andrew Copp,"C, RW",Winnipeg Jets,Winnipeg Jets,4560000,2280000,2,2019,2019-07-23,other
Andrew Mangiapane,LW,Calgary Flames,Calgary Flames,715000,715000,1,2019,2019-09-15,other
Andrew Peeke,"RD, LD",Columbus Blue Jackets,NA,4475000,1491667,3,2019,2019-04-01,other
Andrew Poturalski,C,Anaheim Ducks,Carolina Hurricanes,700000,700000,1,2019,2019-07-02,other
Anthony Beauvillier,LW,New York Islanders,New York Islanders,4200000,2100000,2,2019,2019-08-28,other
Anthony Duclair,LW,Ottawa Senators,Columbus Blue Jackets,1650000,1650000,1,2019,2019-06-17,other
Anthony Stolarz,G,Anaheim Ducks,Philadelphia Flyers,1500000,750000,2,2019,2019-07-02,UFA
Anton Blidh,LW,Boston Bruins,Boston Bruins,1400000,700000,2,2019,2019-05-01,other
Anton Forsberg,G,Carolina Hurricanes,Chicago Blackhawks,775000,775000,1,2019,2019-08-06,UFA
Artemi Panarin,"RW, LW",New York Rangers,Columbus Blue Jackets,81500000,11642857,7,2019,2019-07-01,UFA
Artturi Lehkonen,"LW, RW",Montreal Canadiens,Montréal Canadiens,4800000,2400000,2,2019,2019-07-11,other
Arturs Silovs,G,Vancouver Canucks,NA,2555000,810000,3,2019,2019-08-23,other
Auston Matthews,C,Toronto Maple Leafs,Toronto Maple Leafs,58195000,11634000,5,2019,2019-02-05,UFA
Ben Chiarot,"LD, RD",Montreal Canadiens,Winnipeg Jets,10500000,3500000,3,2019,2019-07-04,UFA
Ben Hutton,"LD, RD",Los Angeles Kings,Vancouver Canucks,1500000,1500000,1,2019,2019-09-18,UFA
Blake Lizotte,"LW, RW, C",Los Angeles Kings,Los Angeles Kings,4475000,1491667,3,2019,2019-04-02,other
Bo Groulx,"C, LW, RW",Anaheim Ducks,NA,2825000,925000,3,2019,2019-10-09,RFA
Bowen Byram,"LD, RD",Colorado Avalanche,NA,10275000,3425000,3,2019,2019-07-19,RFA
Brandon Carlo,RD,Boston Bruins,Boston Bruins,5700000,2850000,2,2019,2019-09-17,other
Brandon Duhaime,RW,Minnesota Wild,NA,1850000,925000,2,2019,2019-04-17,other
Brandon Tanev,"LW, RW",Pittsburgh Penguins,Winnipeg Jets,21000000,3500000,6,2019,2019-07-01,UFA
Brayden Pachal,RD,Vegas Golden Knights,NA,2295000,765000,3,2019,2019-09-20,RFA
Brayden Point,"C, RW",Tampa Bay Lightning,Tampa Bay Lightning,20250000,6750000,3,2019,2019-09-23,other
Brayden Schenn,"C, LW, RW",St. Louis Blues,St. Louis Blues,52000000,6500000,8,2019,2019-10-04,UFA
Brendan Gaunce,"C, RW",Boston Bruins,Vancouver Canucks,700000,700000,1,2019,2019-07-01,other
Brett Kulak,"LD, RD",Montreal Canadiens,Montréal Canadiens,5550000,1850000,3,2019,2019-05-25,UFA
Brett Leason,"RW, LW",Washington Capitals,NA,2775000,925000,3,2019,2019-07-11,RFA
Brock Boeser,RW,Vancouver Canucks,Vancouver Canucks,17625000,5875000,3,2019,2019-09-16,other
Brock McGinn,LW,Carolina Hurricanes,Carolina Hurricanes,4200000,2100000,2,2019,2019-07-20,UFA
Brock Nelson,"C, LW",New York Islanders,New York Islanders,36000000,6000000,6,2019,2019-05-23,UFA
Brogan Rafferty,RD,Vancouver Canucks,Vancouver Canucks,925000,5133750,1,2019,2019-04-01,other
Brogan Rafferty,RD,Vancouver Canucks,Vancouver Canucks,1400000,700000,2,2019,2019-07-09,other
Cal Petersen,G,Los Angeles Kings,Los Angeles Kings,2575000,858333,3,2019,2019-07-16,UFA
Cale Makar,RD,Colorado Avalanche,Colorado Avalanche,8562500,2854166,3,2019,2019-04-14,RFA
Calvin Pickard,G,Detroit Red Wings,Philadelphia Flyers,1500000,750000,2,2019,2019-07-01,UFA
Cam Talbot,G,Calgary Flames,Edmonton Oilers,2750000,2750000,1,2019,2019-07-01,UFA
Carson Soucy,"LD, RD",Minnesota Wild,Minnesota Wild,750000,750000,1,2019,2019-07-16,other
Carter Verhaeghe,"RW, LW, C",Tampa Bay Lightning,NA,700000,700000,1,2019,2019-07-05,other
Casey DeSmith,G,Pittsburgh Penguins,Pittsburgh Penguins,3750000,1250000,3,2019,2019-01-11,UFA
Casey Fitzgerald,RD,Buffalo Sabres,NA,1850000,925000,2,2019,2019-03-26,other
Cayden Primeau,G,Montreal Canadiens,NA,2900000,966667,3,2019,2019-03-31,RFA
Chad Ruhwedel,RD,Pittsburgh Penguins,Pittsburgh Penguins,1400000,700000,2,2019,2019-05-23,UFA
Chandler Stephenson,C,Washington Capitals,Washington Capitals,1050000,1050000,1,2019,2019-07-26,other
Charlie Coyle,C,Boston Bruins,Minnesota Wild,31500000,5250000,6,2019,2019-11-27,UFA
Charlie McAvoy,RD,Boston Bruins,Boston Bruins,14700000,4900000,3,2019,2019-09-15,other
Chase Priskie,RD,Carolina Hurricanes,NA,3550000,1775000,2,2019,2019-08-17,other
Chris Driedger,G,Florida Panthers,Ottawa Senators,655000,655000,1,2019,2019-02-24,other
Chris Driedger,G,Florida Panthers,Ottawa Senators,1700000,850000,2,2019,2019-04-30,UFA
Chris Wagner,"C, RW",Boston Bruins,Boston Bruins,4050000,1350000,3,2019,2019-11-27,UFA
Christian Wolanin,LD,Ottawa Senators,Ottawa Senators,1800000,900000,2,2019,2019-07-04,other
Clark Bishop,C,Carolina Hurricanes,Carolina Hurricanes,700000,700000,1,2019,2019-07-15,other
Clayton Keller,"RW, LW, C",Arizona Coyotes,Arizona Coyotes,57200000,7150000,8,2019,2019-09-04,UFA
Cody Ceci,"RD, LD",Toronto Maple Leafs,Ottawa Senators,4500000,4500000,1,2019,2019-07-04,UFA
Colin White,"RW, LW, C",Ottawa Senators,Ottawa Senators,28500000,4750000,6,2019,2019-08-21,UFA
Collin Delia,G,Chicago Blackhawks,Chicago Blackhawks,3000000,1000000,3,2019,2019-02-11,UFA
Colton Sissons,C,Nashville Predators,Nashville Predators,20000000,2857143,7,2019,2019-07-23,UFA
Connor Carrick,RD,New Jersey Devils,Dallas Stars,3000000,1500000,2,2019,2019-07-16,UFA
Connor Clifton,"RD, LD",Boston Bruins,Boston Bruins,3000000,1000000,3,2019,2019-07-01,UFA
Connor Dewar,C,Minnesota Wild,NA,2775000,925000,3,2019,2019-03-05,RFA
Connor McMichael,"C, LW",Washington Capitals,NA,2775000,925000,3,2019,2019-07-12,RFA
Conor Garland,"RW, LW",Arizona Coyotes,Arizona Coyotes,1550000,775000,2,2019,2019-02-27,other
Corey Perry,RW,Dallas Stars,Anaheim Ducks,3250000,3250000,1,2019,2019-07-01,UFA
Curtis Lazar,"LW, C, RW",Buffalo Sabres,Calgary Flames,700000,700000,1,2019,2019-07-01,other
Dakota Joshua,"LW, RW, C",St. Louis Blues,NA,1850000,925000,2,2019,2019-07-12,other
Dakota Mermis,"LD, RD",New Jersey Devils,Arizona Coyotes,700000,700000,1,2019,2019-07-01,other
Daniil Tarasov,G,Columbus Blue Jackets,NA,2775000,925000,3,2019,2019-05-04,RFA
Dante Fabbro,RD,Nashville Predators,Nashville Predators,4475000,1491667,3,2019,2019-03-27,other
Danton Heinen,"LW, RW",Boston Bruins,Boston Bruins,5600000,2800000,2,2019,2019-07-09,other
Darcy Kuemper,G,Arizona Coyotes,Arizona Coyotes,9000000,4500000,2,2019,2019-10-02,UFA
David Gustafsson,"RW, C, LW",Winnipeg Jets,NA,2775000,925000,3,2019,2019-06-13,RFA
David Kampf,C,Chicago Blackhawks,Chicago Blackhawks,2000000,1000000,2,2019,2019-07-01,other
David Rittich,G,Calgary Flames,Calgary Flames,5500000,2750000,2,2019,2019-07-27,UFA
Derrick Pouliot,"LD, RD",St. Louis Blues,Vancouver Canucks,700000,700000,1,2019,2019-07-01,other
Dominic Toninato,"RW, C",Florida Panthers,Colorado Avalanche,775000,775000,1,2019,2019-07-15,other
Dryden Hunt,"LW, RW",Florida Panthers,Florida Panthers,715000,715000,1,2019,2019-07-17,other
Dylan Cozens,"C, RW",Buffalo Sabres,NA,5325000,1775000,3,2019,2019-07-15,RFA
Dylan Gambrell,C,San Jose Sharks,San Jose Sharks,1400000,700000,2,2019,2019-07-11,other
Dylan McIlrath,RD,Detroit Red Wings,Detroit Red Wings,1400000,700000,2,2019,2019-05-08,UFA
Dysin Mayo,RD,Arizona Coyotes,NA,715000,715000,1,2019,2019-07-15,other
Eetu Luostarinen,"LW, RW, C",Carolina Hurricanes,NA,2775000,925000,3,2019,2019-05-30,other
Elvis Merzlikins,G,Columbus Blue Jackets,NA,925000,1844559,1,2019,2019-03-20,other
Elvis Merzlikins,G,Columbus Blue Jackets,NA,874125,874125,1,2019,2019-05-15,other
Emil Bemstrom,"LW, RW, C",Columbus Blue Jackets,NA,4900000,1633333,3,2019,2019-05-14,RFA
Eric Comrie,G,Winnipeg Jets,Winnipeg Jets,1400000,700000,2,2019,2019-09-07,other
Eric Robinson,"LW, RW",Columbus Blue Jackets,Columbus Blue Jackets,874125,874125,1,2019,2019-06-25,other
Erik Karlsson,RD,San Jose Sharks,San Jose Sharks,92000000,11500000,8,2019,2019-06-17,UFA
Esa Lindell,"LD, RD",Dallas Stars,Dallas Stars,34800000,5800000,6,2019,2019-05-16,UFA
Evan Cormier,G,New Jersey Devils,NA,2155000,718333,3,2019,2019-02-24,other
Evan Rodrigues,"RW, LW, C",Buffalo Sabres,Buffalo Sabres,2000000,2000000,1,2019,2019-07-25,other
Fabian Zetterlund,"LW, RW",New Jersey Devils,NA,2775000,925000,3,2019,2019-05-13,RFA
Filip Larsson,G,Detroit Red Wings,NA,3300000,1100000,3,2019,2019-04-15,other
Frank Vatrano,"RW, LW",Florida Panthers,Florida Panthers,7600000,2533333,3,2019,2019-02-23,UFA
Garnet Hathaway,RW,Washington Capitals,Calgary Flames,6000000,1500000,4,2019,2019-07-01,UFA
Grant Hutton,RD,New York Islanders,NA,925000,925000,1,2019,2019-03-21,other
Gustav Forsling,LD,Carolina Hurricanes,Chicago Blackhawks,874125,874125,1,2019,2019-07-15,other
Gustav Nyquist,"RW, C",Columbus Blue Jackets,Detroit Red Wings,22000000,5500000,4,2019,2019-07-01,UFA
Gustav Olofsson,LD,Montreal Canadiens,Minnesota Wild,700000,700000,1,2019,2019-06-14,other
Haydn Fleury,"LD, RD",Carolina Hurricanes,Carolina Hurricanes,850000,850000,1,2019,2019-07-16,other
Hudson Fasching,"RW, LW",Arizona Coyotes,Buffalo Sabres,1475000,737500,2,2019,2019-07-04,other
Igor Shesterkin,G,New York Rangers,NA,7550000,3775000,2,2019,2019-05-03,other
Ilya Lyubushkin,RD,Arizona Coyotes,Arizona Coyotes,874125,874125,1,2019,2019-06-14,other
Ilya Mikheyev,"RW, LW",Toronto Maple Leafs,NA,925000,925000,1,2019,2019-05-06,other
Ivan Barbashev,"LW, C",St. Louis Blues,St. Louis Blues,2950000,1475000,2,2019,2019-09-01,other
Ivan Provorov,"LD, RD",Philadelphia Flyers,Philadelphia Flyers,40500000,6750000,6,2019,2019-09-12,UFA
J.T. Compher,"C, LW",Colorado Avalanche,Colorado Avalanche,14000000,3500000,4,2019,2019-07-17,UFA
Jack Campbell,G,Los Angeles Kings,Los Angeles Kings,3300000,1650000,2,2019,2019-09-07,UFA
Jack Hughes,"LW, RW, C",New Jersey Devils,NA,11325000,3775000,3,2019,2019-07-12,RFA
Jacob Bryson,"LD, RD",Buffalo Sabres,NA,2775000,925000,3,2019,2019-04-15,other
Jacob Lucchini,C,Pittsburgh Penguins,NA,925000,925000,1,2019,2019-03-11,other
Jacob Trouba,RD,New York Rangers,Winnipeg Jets,56000000,8000000,7,2019,2019-07-19,UFA
Jake McCabe,"LD, RD",Buffalo Sabres,Buffalo Sabres,5700000,2850000,2,2019,2019-08-03,UFA
Jake Oettinger,G,Dallas Stars,NA,4162500,1387500,3,2019,2019-03-25,RFA
Jakob Pelletier,LW,Calgary Flames,NA,2775000,925000,3,2019,2019-09-23,RFA
Jakub Vrana,LW,Washington Capitals,Washington Capitals,6700000,3350000,2,2019,2019-07-16,other
Jan Jenik,C,Arizona Coyotes,NA,2800000,925000,3,2019,2019-03-29,RFA
Jan Rutta,"RD, LD",Tampa Bay Lightning,Chicago Blackhawks,1300000,1300000,1,2019,2019-05-03,UFA
Jared Spurgeon,RD,Minnesota Wild,Minnesota Wild,53025000,7575000,7,2019,2019-09-14,UFA
Jarred Tinordi,LD,Nashville Predators,Montréal Canadiens,1400000,700000,2,2019,2019-05-29,UFA
Jason Dickinson,"C, RW",Dallas Stars,Dallas Stars,3000000,1500000,2,2019,2019-07-11,other
Jaycob Megna,"RD, LD",Vegas Golden Knights,Anaheim Ducks,700000,700000,1,2019,2019-07-01,UFA
Jeff Skinner,"LW, RW, C",Buffalo Sabres,Buffalo Sabres,72000000,9000000,8,2019,2019-06-07,UFA
Jeffrey Viel,LW,San Jose Sharks,NA,1600000,800000,2,2019,2019-05-29,other
Jeremy Davies,LD,New Jersey Devils,NA,2650000,1325000,2,2019,2019-04-03,other
Jesper Boqvist,"C, RW, LW",New Jersey Devils,NA,2775000,925000,3,2019,2019-06-10,RFA
Jett Woo,RD,Vancouver Canucks,NA,3225000,1075000,3,2019,2019-03-16,RFA
Jimmy Huntington,C,Tampa Bay Lightning,NA,2775000,925000,3,2019,2019-03-01,RFA
Jimmy Schuldt,LD,Vegas Golden Knights,Vegas Golden Knights,925000,6567500,1,2019,2019-04-03,other
Jimmy Schuldt,LD,Vegas Golden Knights,Vegas Golden Knights,850000,850000,1,2019,2019-09-05,other
Joe Hicketts,LD,Detroit Red Wings,Detroit Red Wings,1400000,700000,2,2019,2019-07-17,other
