player_id,captain_name,match_status,team,team_abbr,season,source_page,alternate_data_available
8470642,Shea Weber,exact,Nashville Predators,NSH,20122013,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8470642,Shea Weber,exact,Nashville Predators,NSH,20132014,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8470642,Shea Weber,exact,Nashville Predators,NSH,20142015,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8470642,Shea Weber,exact,Nashville Predators,NSH,20152016,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8467370,Mike Fisher,exact,Nashville Predators,NSH,20162017,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8474600,Roman Josi,exact,Nashville Predators,NSH,20172018,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8474600,Roman Josi,exact,Nashville Predators,NSH,20182019,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8474600,Roman Josi,exact,Nashville Predators,NSH,20192020,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8474600,Roman Josi,exact,Nashville Predators,NSH,20202021,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8474600,Roman Josi,exact,Nashville Predators,NSH,20212022,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
8474600,Roman Josi,exact,Nashville Predators,NSH,20222023,https://en.wikipedia.org/wiki/List_of_Nashville_Predators_captains,FALSE
